ticker,date,forward_return,z_sentiment,mkt_rf,rf,smb_3,hml_3,smb_5,hml_5,rmw,cma,mom
MU,2025-08-05,0.1389143139217499,2.256437063103675,-0.42,0.02,0.65,0.58,0.82,0.58,-0.33,0.16,-0.62
MU,2025-08-06,0.2076668733848097,2.256437063103675,0.71,0.02,-0.31,-0.63,-0.49,-0.63,0.44,-0.61,1.42
MU,2025-08-07,0.1751138988146408,2.256437063103675,-0.14,0.02,-0.29,0.2,-0.37,0.2,0.07,1.1,-0.57
MU,2025-08-08,0.13752199807432497,2.256437063103675,0.69,0.02,-0.54,0.06,-0.4,0.06,0.9,-0.28,0.56
MU,2025-08-11,0.1315874092555256,2.256437063103675,-0.24,0.02,0.16,0.01,0.17,0.01,0.21,-0.11,0.6
MU,2025-08-13,0.26522879784649267,2.256437063103675,0.39,0.02,1.78,0.38,1.85,0.38,-0.75,0.89,-2.63
MU,2025-08-14,0.2592386440929375,2.256437063103675,-0.09,0.02,-1.28,0.55,-1.05,0.55,0.33,-0.39,0.22
MU,2025-08-15,0.31397371205148605,2.256437063103675,-0.28,0.02,0.05,-0.73,-0.14,-0.73,-0.36,0.18,-1.32
MU,2025-08-18,0.2949414386297473,2.256437063103675,0.03,0.02,0.35,0.02,0.34,0.02,-0.16,-0.02,0.1
MU,2025-08-19,0.3837770847744235,2.256437063103675,-0.7,0.02,-0.62,1.59,-0.21,1.59,1.09,1.12,-1.92
MU,2025-08-22,0.4140890851045427,2.256437063103675,1.7,0.02,2.04,1.17,2.24,1.17,-0.58,0.17,-0.81
MU,2025-08-25,0.38902266026769494,2.256437063103675,-0.48,0.02,-0.63,0.46,-0.51,0.46,0.48,-0.03,0.72
MU,2025-08-26,0.34618012138597165,2.256437063103675,0.43,0.02,0.24,0.11,0.24,0.11,-0.47,-0.46,1.14
MU,2025-08-27,0.3356262796096514,2.256437063103675,0.24,0.02,0.4,0.26,0.48,0.26,0.08,0.12,-0.53
MU,2025-08-28,0.3434426804017423,2.256437063103675,0.35,0.02,-0.16,-0.51,-0.35,-0.51,-0.61,-0.46,0.74
MU,2025-08-29,0.4059323166825073,2.256437063103675,-0.68,0.02,0.02,0.86,0.23,0.86,0.04,0.54,-1.2
MU,2025-09-04,0.5131442554838967,2.256437063103675,0.87,0.02,0.16,0.35,0.34,0.35,0.72,0.02,0.25
MU,2025-09-08,0.41340561947098653,2.256437063103675,0.26,0.02,0.16,-0.64,-0.1,-0.64,-0.4,-0.12,0.92
MU,2025-09-09,0.4541782999577575,2.256437063103675,0.21,0.02,-0.74,-0.22,-0.75,-0.22,-0.29,-0.51,0.67
MU,2025-09-10,0.37464615111867605,2.2635718877755346,0.36,0.02,-0.89,0.3,-0.73,0.3,0.71,-0.53,1.3
MU,2025-09-11,0.20683877212456747,2.2635718877755346,0.87,0.02,0.76,0.09,0.81,0.09,-0.06,0.72,-0.65
MU,2025-09-17,0.266684173482161,2.2635718877755346,-0.1,0.02,-0.24,0.57,-0.15,0.57,-0.44,0.32,0.16
MU,2025-09-18,0.1990450506979733,2.2635718877755346,0.61,0.02,1.38,0.52,1.46,0.52,-1.55,-0.2,0.3
MU,2025-09-19,0.2714280535377791,2.2635718877755346,0.38,0.02,-1.28,-0.75,-1.47,-0.75,0.11,-0.36,1.39
MU,2025-09-22,0.22959948559349863,2.2635718877755346,0.43,0.02,0.67,-1.16,0.48,-1.16,-0.04,-0.55,0.15
MU,2025-09-23,0.1934036040288858,2.7597342961563966,-0.61,0.02,-0.3,0.88,-0.1,0.88,-0.03,0.36,-0.27
MU,2025-09-24,0.2790765084524449,2.7556478642094446,-0.34,0.02,-0.35,0.98,-0.17,0.98,0.01,-0.03,-0.62
MU,2025-09-26,0.40038055144975915,2.7556478642094446,0.6,0.02,0.28,0.45,0.39,0.45,-0.31,-0.16,-0.54
MU,2025-10-01,0.23058079322370428,2.7556478642094446,0.33,0.02,0.08,-0.07,-0.04,-0.07,-0.12,0.17,-2.03
MU,2025-10-03,0.24953409600801724,1.983322496062986,0.03,0.02,0.55,0.52,0.69,0.52,-0.31,0.13,-1.08
MU,2025-10-08,0.212628473208206,1.983322496062986,0.66,0.02,0.91,-0.96,0.54,-0.96,-1.09,-0.57,-0.04
MU,2025-10-09,0.23704045243166783,1.983322496062986,-0.29,0.02,-0.05,-0.42,-0.22,-0.42,-0.53,-0.67,0.3
MU,2025-10-14,0.30920561004064284,1.983322496062986,-0.06,0.02,0.99,1.5,1.34,1.5,-0.31,0.71,-0.4
MU,2025-10-15,0.23450029156449181,1.983322496062986,0.42,0.02,0.3,-0.46,0.36,-0.46,-0.89,-0.06,0.17
MU,2025-10-17,0.19552340815023816,1.983322496062986,0.38,0.02,-1.0,0.73,-0.91,0.73,0.55,0.07,-0.21
MU,2025-10-20,0.1050925652682222,1.983322496062986,1.1,0.02,0.94,0.49,0.93,0.49,-1.45,0.01,-0.1
MU,2025-10-21,0.11681255686871372,1.983322496062986,-0.01,0.02,-0.24,-0.04,-0.21,-0.04,0.49,0.75,-1.29
MU,2025-10-22,0.014611727368014416,1.983322496062986,-0.67,0.02,-0.5,0.47,-0.33,0.47,1.17,0.08,-0.18
MU,2025-10-23,0.0031927685160069164,1.983322496062986,0.66,0.02,0.45,-0.28,0.32,-0.28,-0.31,0.16,0.66
MU,2025-10-24,0.022417881472717394,1.983322496062986,0.79,0.02,0.2,0.27,0.25,0.27,-0.64,-0.51,0.95
MU,2025-10-27,0.02012716113345525,2.4930956466942136,1.18,0.02,-0.56,-1.21,-0.82,-1.21,-0.22,-1.19,0.5
MU,2025-10-28,0.037627737796498195,2.4930956466942136,0.18,0.02,-0.34,-0.61,-0.34,-0.61,0.63,-1.0,0.77
MU,2025-10-29,0.043462859661502096,2.4930956466942136,-0.09,0.02,-0.91,-0.81,-0.98,-0.81,0.3,-1.37,1.94
MU,2025-10-30,0.07343438445445138,2.4930956466942136,-1.1,0.02,-0.18,0.66,0.0,0.66,-0.25,0.43,-0.03
MU,2025-10-31,0.07025069177770837,2.4930956466942136,0.4,0.02,0.1,-0.24,-0.07,-0.24,-1.3,0.18,-0.46
MU,2025-11-03,-0.0023007538330062083,2.4930956466942136,0.12,0.02,-0.34,0.39,-0.33,0.39,0.19,-0.57,0.85
MU,2025-11-04,0.039535824226816896,2.4930956466942136,-1.26,0.02,-0.92,0.9,-0.58,0.9,1.14,0.72,-0.61
MU,2025-11-05,-0.0011788736023826685,2.4930956466942136,0.42,0.02,1.04,-0.18,1.0,-0.18,-0.31,0.89,0.11
MU,2025-11-06,0.036042520311067694,2.4930956466942136,-1.21,0.02,-1.2,1.43,-0.8,1.43,1.03,0.5,-0.47
MU,2025-11-07,0.0609448954772549,2.4768850827598494,0.13,0.02,-0.1,0.73,0.1,0.73,-0.12,0.23,-0.59
MU,2025-11-10,0.04109744992265463,2.4731277344074387,1.51,0.02,0.04,-0.84,-0.22,-0.84,-0.6,-1.07,1.68
MU,2025-11-11,0.07195882615572446,2.4731277344074387,0.18,0.02,0.15,0.31,0.19,0.31,-0.04,0.6,-1.08
MU,2025-11-12,-0.015353170826992169,2.4731277344074387,0.03,0.02,-0.54,0.4,-0.35,0.4,-0.03,0.25,-0.17
MU,2025-11-13,0.0023211276829719907,2.4731277344074387,-1.79,0.02,-0.54,0.79,-0.28,0.79,1.48,0.63,-1.5
MU,2025-11-14,-0.05801561615703332,2.4731277344074387,-0.05,0.02,0.34,-0.38,0.21,-0.38,-0.55,-1.0,0.94
MU,2025-11-18,0.08774618922481858,2.4731277344074387,-0.76,0.02,0.58,0.97,0.71,0.97,-0.53,0.7,-0.31
MU,2025-11-19,0.17705394693573795,2.4731277344074387,0.34,0.02,-0.43,-0.5,-0.46,-0.5,0.5,-0.62,1.19
MU,2025-11-20,0.37354119602357017,2.4731277344074387,-1.58,0.02,0.09,0.43,0.24,0.43,1.13,0.25,-1.27
MU,2025-11-24,0.28022157085529664,2.4731277344074387,1.61,0.02,0.3,-0.98,0.04,-0.98,-1.08,-1.57,2.35
MU,2025-11-25,0.2683829806744271,2.4731277344074387,1.04,0.02,1.65,0.04,1.58,0.04,-0.1,0.37,-1.01
MU,2025-11-26,0.2789409250939201,2.4731277344074387,0.69,0.02,-0.06,-0.09,-0.01,-0.09,-0.35,-0.06,0.49
MU,2025-11-28,0.23794068879495245,2.4731277344074387,0.54,0.02,-0.42,0.37,-0.35,0.37,-0.73,-0.01,0.17
MU,2025-12-01,0.18741277290504432,2.4731277344074387,-0.53,0.02,-0.36,0.49,-0.27,0.49,0.83,0.13,-0.85
MU,2025-12-02,0.317580958373467,2.4731277344074387,0.21,0.02,-0.52,0.09,-0.49,0.09,0.26,0.07,0.13
MU,2025-12-03,0.33360137562574543,2.446235252379511,0.44,0.02,1.33,0.07,1.31,0.07,-1.11,0.06,-1.04
MU,2025-12-04,0.515855787289075,2.447686730539464,0.14,0.02,0.25,-0.68,0.13,-0.68,-0.65,-0.59,0.64
MU,2025-12-05,0.4319499424966091,2.4439760315503634,0.18,0.02,-0.39,0.07,-0.37,0.07,-0.2,-0.36,-0.26
MU,2025-12-08,0.32493151200123527,2.4439760315503634,-0.37,0.02,0.33,-0.02,0.25,-0.02,-0.72,-0.4,0.7
MU,2025-12-09,0.3676783954334486,2.4439760315503634,-0.07,0.02,0.52,0.22,0.54,0.22,0.06,0.08,-0.16
MU,2025-12-10,0.312084347102054,2.4439760315503634,0.68,0.02,0.58,1.42,0.87,1.42,0.08,0.69,-1.38
MU,2025-12-11,0.30877735703392806,2.4439760315503634,0.22,0.02,0.48,0.25,0.6,0.25,-0.1,0.06,-0.46
MU,2025-12-12,0.3829504200303169,2.4439760315503634,-1.11,0.02,-0.33,0.91,-0.13,0.91,0.66,0.76,-1.03
MU,2025-12-15,0.417962236815391,2.4439760315503634,-0.26,0.02,-0.88,0.95,-0.65,0.95,0.89,0.51,0.67
MU,2025-12-16,0.5607782336119753,2.4439760315503634,-0.25,0.02,0.3,-0.85,0.06,-0.85,-0.19,-0.39,0.0
MU,2025-12-17,0.6191355153415767,2.514747673328523,-1.16,0.02,-0.21,1.32,0.17,1.32,0.61,0.99,-1.42
MU,2025-12-18,0.5661523911767028,2.5095896783021585,0.8,0.02,0.12,-0.82,-0.13,-0.82,-0.37,-0.42,0.83
MU,2025-12-19,0.49571518107897483,2.5095896783021585,0.9,0.02,-0.36,-1.05,-0.5,-1.05,-0.88,-0.7,1.91
MU,2025-12-22,0.44550223072780604,2.4916303937713153,0.69,0.02,0.09,-0.23,0.09,-0.23,-0.72,-0.31,0.68
MU,2025-12-23,0.4089376477227695,2.4916303937713153,0.32,0.02,-0.94,-0.2,-0.89,-0.2,0.7,-0.41,0.82
MU,2025-12-24,0.4315813420709129,2.4916303937713153,0.29,0.02,0.03,0.01,0.07,0.01,-0.05,0.23,-0.23
MU,2025-12-29,0.4804158714441118,2.4916303937713153,-0.41,0.02,-0.17,0.07,-0.15,0.07,0.32,0.03,-0.17
MU,2025-12-31,0.5339336361058955,2.4916303937713153,-0.76,0.02,0.07,-0.1,0.06,-0.1,-0.07,-0.04,0.16
MU,2026-01-05,0.2154412000629191,2.4879250640617485,0.75,0.02,0.41,0.08,0.46,0.08,-0.63,0.12,-0.37
MU,2026-01-06,0.11489982535877385,2.4879250640617485,0.63,0.02,0.77,-0.12,0.78,-0.12,-0.24,0.18,-0.61
MU,2026-01-07,0.16239139380675804,2.4879250640617485,-0.31,0.02,0.43,-0.85,0.16,-0.85,-0.54,-0.69,1.04
MU,2026-01-08,0.17271124978570707,2.4879250640617485,0.03,0.02,0.82,1.33,1.2,1.33,1.17,0.63,-1.44
MU,2026-01-12,0.1863995012963311,2.4879250640617485,0.18,0.02,0.45,-0.7,0.24,-0.7,-0.15,-0.05,0.53
MU,2026-01-13,0.22429247225445126,2.4842289861117552,-0.21,0.02,-0.14,0.5,-0.13,0.5,-0.23,0.33,1.02
MU,2026-01-14,0.23491833385286198,2.4842289861117552,-0.51,0.02,1.21,0.48,1.13,0.48,-0.6,0.5,-0.32
MU,2026-01-15,0.18759456893889137,2.4842289861117552,0.26,0.02,0.29,0.63,0.51,0.63,0.52,0.35,0.49
MU,2026-01-16,0.1604411969824675,2.4842289861117552,-0.12,0.02,-0.13,-0.25,-0.15,-0.25,-0.01,-0.46,0.65
MU,2026-01-20,0.1434246773256176,2.511571479166364,-2.05,0.02,0.21,0.48,0.41,0.48,-0.64,0.18,0.28
MU,2026-01-22,0.05883093858358568,2.511571479166364,0.6,0.02,0.53,-0.37,0.43,-0.37,-0.85,-0.35,-0.52
MU,2026-01-23,0.04594024595707036,2.511571479166364,-0.13,0.02,-0.92,-1.45,-1.28,-1.45,0.98,-0.45,-0.42
MU,2026-01-26,0.10257269693661009,2.511571479166364,0.4,0.02,-0.74,-0.22,-0.7,-0.22,0.66,0.08,0.47
MU,2026-01-27,0.012968036624844803,2.511571479166364,0.34,0.02,-0.03,0.2,-0.1,0.2,-0.07,-0.5,2.54
MU,2026-01-29,-0.053053032783025755,2.511571479166364,-0.26,0.02,-0.16,1.39,0.39,1.39,1.28,0.59,1.34
MU,2026-02-02,-0.08458207199377354,2.511571479166364,0.54,0.01,0.61,0.28,0.74,0.28,0.25,0.31,0.71
MU,2026-02-03,-0.053380653122287125,2.511571479166364,-0.77,0.01,-0.02,2.01,0.44,2.01,-0.48,0.83,2.11
MU,2026-02-04,-0.023985180901126557,2.511571479166364,-0.56,0.01,-0.55,2.33,0.07,2.33,2.24,2.37,-3.6
MU,2026-02-05,0.016793304082997063,2.511571479166364,-1.33,0.01,-0.85,0.93,-0.6,0.93,1.72,0.77,0.39
MU,2026-02-06,0.021333175715544606,2.511571479166364,2.09,0.01,1.14,-0.41,0.99,-0.41,-1.44,-0.04,1.51
MU,2026-02-09,0.0917600634429252,2.511571479166364,0.52,0.01,-0.04,-0.68,-0.26,-0.68,-0.89,-0.5,1.19
MU,2026-02-10,0.08600130566672437,2.511571479166364,-0.36,0.01,0.22,-0.08,0.11,-0.08,-0.18,0.33,-0.85
MU,2026-02-12,0.06722706803210232,2.511571479166364,-1.66,0.01,-0.07,0.16,-0.02,0.16,0.78,0.23,0.12
MU,2026-02-13,0.12153227621358931,2.511571479166364,0.15,0.01,0.54,0.6,0.56,0.6,-0.58,0.41,-0.32
MU,2026-02-17,0.15496029933528233,2.535097366906577,0.01,0.01,-0.13,-0.32,-0.17,-0.32,0.12,-0.23,0.1
MU,2026-02-18,0.05539839681155456,2.5353952001909437,0.6,0.01,-0.29,-0.06,-0.2,-0.06,-0.14,0.16,-0.31
MU,2026-02-19,0.013298185234286608,2.5353952001909437,-0.24,0.01,0.51,-0.32,0.35,-0.32,-0.54,-0.21,0.11
MU,2026-02-20,-0.05563210862526391,2.5353952001909437,0.58,0.01,-0.36,0.26,-0.22,0.26,0.97,0.11,0.12
MU,2026-02-24,-0.08593100037656609,2.5353952001909437,0.82,0.01,0.51,-0.65,0.31,-0.65,-0.67,-0.05,0.32
MU,2026-02-25,-0.1714218848224779,2.5353952001909437,0.79,0.01,-0.37,0.48,-0.43,0.48,-0.66,-0.86,0.39
MU,2026-02-26,-0.1403889072873108,2.5316677794052267,-0.47,0.01,0.62,0.32,0.7,0.32,-0.57,0.71,-1.9
MU,2026-02-27,-0.21930509243794927,2.5550814468936336,-0.52,0.01,-0.43,-1.25,-0.73,-1.25,0.37,0.16,-1.08
MU,2026-03-03,-0.030750790339271084,2.5563571151744857,-0.98,0.01,-0.02,-0.27,-0.04,-0.27,1.14,-0.26,-1.66
MU,2026-03-04,-0.08577522551224592,2.5563571151744857,0.82,0.01,0.33,0.0,0.16,0.0,-1.31,-0.66,0.93
MU,2026-03-05,-0.04818361754696254,2.5563571151744857,-0.65,0.01,-0.95,-0.4,-0.99,-0.4,0.3,-0.72,-1.57
MU,2026-03-06,0.020088018253438866,2.5563571151744857,-1.36,0.01,-0.62,-0.1,-0.75,-0.1,-0.07,0.01,-1.15
MU,2026-03-09,0.045157851970835994,2.5563571151744857,0.83,0.01,0.13,-1.01,-0.11,-1.01,-0.57,-0.67,1.76
MU,2026-03-10,0.046084427631916336,2.5563571151744857,-0.25,0.01,-0.06,0.15,-0.02,0.15,-0.09,-0.1,1.97
MU,2026-03-11,0.004959974515313936,2.5563571151744857,-0.07,0.01,-0.16,0.04,-0.15,0.04,-0.35,-0.19,0.77
MU,2026-03-12,0.052767296208653836,2.5563571151744857,-1.61,0.01,-0.38,0.77,-0.31,0.77,0.87,0.14,-0.34
MU,2026-03-13,0.09322422302219824,2.5563571151744857,-0.6,0.01,0.07,0.22,0.08,0.22,-0.1,0.31,-0.76
MU,2026-03-16,0.03309567381718681,2.5563571151744857,0.98,0.01,0.11,-0.46,0.01,-0.46,-0.48,-0.41,0.56
MU,2026-03-17,-0.009244125984293583,2.5563571151744857,0.28,0.01,0.2,-0.06,0.19,-0.06,-0.38,0.13,-0.08
MU,2026-03-18,-0.01400998195259795,2.498407853230559,-1.4,0.01,-0.56,0.71,-0.43,0.71,-0.3,0.2,0.33
MU,2026-03-19,0.009765223353564112,2.498407853230559,-0.26,0.01,0.77,0.11,0.71,0.11,-0.72,0.14,0.4
MU,2026-03-20,0.06306172045796421,2.498407853230559,-1.57,0.01,-0.63,0.88,-0.37,0.88,0.88,0.4,-1.5
MU,2026-03-24,0.21842184982782764,2.5507187205192974,-0.39,0.01,0.02,1.84,0.44,1.84,0.23,1.04,1.99
MU,2026-03-25,0.3005539855174675,2.5507187205192974,0.63,0.01,0.7,0.06,0.65,0.06,-0.99,-0.27,0.87
MU,2026-03-26,0.4763414446416778,2.5507187205192974,-1.73,0.01,0.06,1.26,0.31,1.26,0.6,0.9,-2.48
MU,2026-03-30,0.6111251697789648,2.53745951821973,-0.44,0.01,-0.74,0.46,-0.61,0.46,0.92,0.08,-2.77
MU,2026-04-01,0.4739976543030098,2.53745951821973,0.69,0.01,-0.09,0.05,-0.06,0.05,-0.4,-0.18,1.64
MU,2026-04-02,0.573968093956333,2.53745951821973,0.09,0.01,0.49,0.26,0.45,0.26,-0.91,-0.43,-0.31
MU,2026-04-06,0.694726860569064,2.53745951821973,0.43,0.01,0.04,0.04,0.13,0.04,0.32,0.01,-0.12
MU,2026-04-07,0.7654274581472678,2.53745951821973,0.03,0.01,0.01,0.31,0.16,0.31,-0.07,-0.72,0.59
MU,2026-04-09,0.771749082326062,2.53745951821973,0.53,0.01,0.08,0.51,0.41,0.51,0.98,-0.17,1.09
MU,2026-04-10,0.8909864559462295,2.53745951821973,-0.18,0.01,-0.27,-0.15,-0.26,-0.15,0.23,-0.43,1.45
MU,2026-04-13,0.7971212066028452,2.53745951821973,1.09,0.01,0.42,-0.75,0.2,-0.75,-0.89,-0.16,-0.75
MU,2026-04-15,0.7009184043882815,2.53745951821973,0.82,0.01,0.08,-1.24,-0.33,-1.24,-0.65,-0.8,-0.44
MU,2026-04-17,0.4976596372727857,2.53745951821973,1.27,0.01,1.14,-0.59,0.99,-0.59,-0.35,-0.04,0.29
MU,2026-04-20,0.5582267024341243,2.53745951821973,-0.15,0.01,0.51,0.09,0.48,0.09,-0.42,0.76,-0.37
MU,2026-04-21,0.6288886383364283,2.53745951821973,-0.64,0.01,-0.54,0.27,-0.4,0.27,0.24,-0.24,0.34
MU,2026-04-22,0.5633460768257339,2.53745951821973,0.95,0.01,0.09,-1.12,-0.17,-1.12,-0.26,-1.13,1.07
MU,2026-04-23,0.5589969038003559,2.53745951821973,-0.55,0.01,-0.47,1.51,-0.12,1.51,0.77,0.5,1.02
MU,2026-04-24,0.803591589981036,2.53745951821973,0.7,0.01,-0.36,-0.26,-0.3,-0.26,-1.16,-0.55,0.75
MU,2026-04-27,0.7698833792676401,2.544882681948712,0.1,0.01,-0.18,0.62,0.07,0.62,0.56,-0.8,0.45
MU,2026-04-28,0.8313271840500993,2.544882681948712,-0.57,0.01,-0.45,0.89,-0.22,0.89,1.01,0.53,-1.59
MU,2026-04-29,0.8728541365664042,2.541166529170595,-0.13,0.01,-1.48,0.52,-1.3,0.52,-0.71,0.22,0.47
MU,2026-04-30,1.0022819111678847,2.541166529170595,1.13,0.01,0.98,-0.7,0.78,-0.7,-0.98,0.55,2.19
MU,2026-05-01,0.9625234865719687,2.541166529170595,0.31,0.02,0.45,-0.44,0.28,-0.44,-1.08,0.05,-0.38
MU,2026-05-05,0.5557638367629649,2.541166529170595,0.83,0.02,0.07,0.92,0.42,0.92,-0.49,-0.17,1.5
MU,2026-05-06,0.2961639534743161,2.53745951821973,1.39,0.02,-0.57,-0.37,-0.63,-0.37,-1.16,-0.11,1.82
MU,2026-05-07,0.46804198378193695,2.53745951821973,-0.4,0.02,-0.32,-0.57,-0.51,-0.57,0.29,-0.46,-2.45
MU,2026-05-08,0.25318360454388333,2.53745951821973,0.76,0.02,-0.62,0.55,-0.42,0.55,-1.16,0.04,1.65
MU,2026-05-11,0.12139615339478294,2.53745951821973,0.08,0.02,-0.53,-0.28,-0.61,-0.28,-1.19,-0.39,2.13
MU,2026-05-12,0.2991076562011754,2.53745951821973,-0.22,0.02,-0.62,-0.13,-0.63,-0.13,0.9,-0.14,-0.21
MU,2026-05-14,0.40203079043875434,2.5547086276052777,0.76,0.02,0.07,-0.64,-0.09,-0.64,0.49,-0.57,0.35
MU,2026-05-15,0.4086054902016283,2.5547086276052777,-1.32,0.02,-0.42,-0.03,-0.48,-0.03,1.05,0.29,-2.15
MU,2026-05-18,0.5306364722748635,2.5547086276052777,-0.1,0.02,-0.49,1.13,-0.32,1.13,0.81,0.41,-2.31
MU,2026-05-19,0.6229068083962848,2.5547086276052777,-0.71,0.02,-0.49,0.56,-0.49,0.56,-0.55,0.49,-0.22
MU,2026-05-20,0.6549133189003826,2.5547086276052777,1.17,0.02,0.86,0.3,0.91,0.3,-1.49,-0.29,0.83
MU,2026-05-21,0.38009452813071376,2.5547086276052777,0.12,0.02,0.5,-0.26,0.45,-0.26,-0.59,0.48,0.21
MU,2026-05-22,0.39615177152726466,2.5547086276052777,0.44,0.02,0.1,0.21,0.13,0.21,-0.4,0.56,-0.53
MU,2026-05-26,0.3546010753319009,2.547288671719278,0.65,0.02,0.75,0.22,0.87,0.22,-1.25,-0.39,2.21
MU,2026-05-27,0.21964437530286873,2.567443854292507,0.02,0.02,0.51,-0.39,0.41,-0.39,0.16,-0.18,-0.27
MU,2026-05-28,0.24012473043650706,2.5905275550941513,0.67,0.02,0.18,-0.56,-0.18,-0.56,-1.1,0.05,-0.92
MU,2026-05-29,0.18876418311149634,2.5905275550941513,0.19,0.02,-0.78,-0.3,-1.01,-0.3,-0.62,0.15,-1.67
MU,2026-06-01,-0.0031095870641932866,2.5905275550941513,0.26,0.01,0.12,-0.99,-0.15,-0.99,-0.18,-0.22,-0.23
MU,2026-06-02,-0.08320639861143586,2.5905275550941513,0.17,0.01,-0.4,1.36,-0.23,1.36,-0.26,1.47,2.86
MU,2026-06-03,-0.08769092642253973,2.5905275550941513,-0.85,0.01,-1.09,0.62,-0.83,0.62,0.06,0.46,1.06
MU,2026-06-05,0.09830431666829531,2.5905275550941513,-2.75,0.01,-0.25,0.84,0.04,0.84,2.82,0.85,-3.1
MU,2026-06-08,0.04478396091420711,2.5905275550941513,0.36,0.01,-0.08,0.49,0.13,0.49,-0.73,-0.1,1.49
MU,2026-06-09,0.04654456410117258,2.5905275550941513,-0.28,0.01,0.45,0.41,0.7,0.41,0.87,0.17,-0.94
MU,2026-06-11,-0.012651049033565065,2.5905275550941513,1.81,0.01,0.64,-0.06,0.61,-0.06,-2.16,0.09,2.61
MU,2026-06-12,-0.07863702155908892,2.5905275550941513,0.44,0.01,-0.34,1.35,-0.01,1.35,-0.79,0.46,0.43
MU,2026-06-15,-0.21568095088528316,2.5905275550941513,1.6,0.01,-0.74,-2.03,-1.17,-2.03,-1.71,-1.14,0.47
MU,2026-06-16,-0.16818783654156666,2.5905275550941513,-0.62,0.01,-0.06,0.08,0.05,0.08,1.47,0.12,-1.24
MU,2026-06-17,-0.17024399795049394,2.5905275550941513,-1.21,0.01,0.07,-0.06,0.11,-0.06,-1.22,-0.17,2.06
MU,2026-06-18,-0.1437584307084987,2.5905275550941513,1.11,0.01,0.67,-0.35,0.59,-0.35,-1.06,-0.39,1.01
MU,2026-06-22,-0.20782286086845136,2.5905275550941513,-0.45,0.01,-0.36,1.55,0.07,1.55,-1.4,0.52,2.23
MU,2026-06-24,-0.12152324508652868,2.420027097302954,-0.07,0.01,0.83,-0.16,0.78,-0.16,0.44,0.6,-1.03
MU,2026-06-25,-0.25810141997624736,2.410765430868003,-0.13,0.01,0.29,0.88,0.62,0.88,-0.74,0.5,1.62
MU,2026-06-26,-0.2752499536099642,2.403749861999997,0.15,0.01,1.68,-0.9,1.34,-0.9,0.41,0.04,-3.17
MU,2026-06-29,-0.35464370375274057,2.3967683492915444,1.2,0.01,-0.45,-0.89,-0.89,-0.89,-1.77,-0.51,1.67
MU,2026-06-30,-0.24213632887654435,2.3701633195780483,0.73,0.01,0.08,-0.57,-0.12,-0.57,-1.13,-0.51,1.06
MU,2026-07-01,-0.20258403824987836,2.3632800346059892,-0.18,0.02,0.07,0.42,0.32,0.42,1.01,0.13,-3.67
MU,2026-07-02,-0.14958835480648813,2.3632800346059892,-0.03,0.02,-0.5,-0.23,-0.27,-0.23,1.85,1.15,-2.87
MU,2026-07-06,-0.09350598333571336,2.359850876917369,0.76,0.02,-0.16,-0.88,-0.42,-0.88,-0.69,-0.53,0.98
MU,2026-07-07,-0.04815746521266695,2.3564300022183358,-0.51,0.02,-0.13,0.04,0.18,0.04,1.53,0.51,-1.34
MU,2026-07-08,-0.0709633410161209,2.3564300022183358,-0.38,0.02,-0.44,-0.47,-0.69,-0.47,0.48,0.4,2.14
MU,2026-07-09,-0.11503167040375994,2.3564300022183358,0.85,0.02,0.5,-0.36,0.32,-0.36,-1.09,-0.26,0.47
MU,2026-07-13,-0.07308429078842049,2.3564300022183358,-0.77,0.02,-0.13,1.24,0.26,1.24,1.24,0.94,-1.39
MU,2026-07-14,-0.07306332639616553,2.341264240481224,0.37,0.02,0.01,-0.64,-0.17,-0.64,-0.77,-0.93,1.77
MU,2026-07-15,0.05037155119790304,2.341264240481224,0.42,0.02,0.22,0.14,0.32,0.14,1.07,0.5,-0.99
MU,2026-07-16,0.1388419587935441,2.341264240481224,-0.51,0.02,0.6,1.88,0.95,1.88,1.66,1.58,-2.83
MU,2026-07-20,0.08700573785180321,2.341264240481224,-0.3,0.02,-0.45,-0.22,-0.42,-0.22,0.36,-0.61,-0.66
MU,2026-07-21,-0.03472324603771615,2.341264240481224,0.86,0.02,-0.12,0.24,-0.19,0.24,-1.48,-0.39,3.11
MU,2026-07-22,0.015477171929985323,2.341264240481224,-0.18,0.02,-1.08,1.21,-0.86,1.21,0.67,0.39,0.8
MU,2026-07-23,-0.023661639607630902,2.341264240481224,-1.37,0.02,-0.08,0.31,0.1,0.31,1.06,0.44,0.52
MU,2026-07-24,-0.01142300818916231,2.337874002391629,0.0,0.02,-0.12,0.66,0.14,0.66,1.67,1.19,-1.79
MU,2026-07-27,0.03640297495192346,2.3277521270869204,0.15,0.02,0.8,-0.84,0.85,-0.84,0.38,0.47,-2.5
MU,2026-07-29,0.26575103470695205,2.3277521270869204,-1.52,0.02,0.31,0.31,0.45,0.31,1.14,0.89,-1.97
MU,2026-07-30,0.06654015731141061,2.3277521270869204,1.59,0.02,-0.7,-1.36,-1.12,-1.36,-2.24,-1.91,2.13
MU,2026-07-31,0.16487849330091287,2.3277521270869204,0.68,0.02,-0.49,-0.59,-0.38,-0.59,1.09,-2.9,-0.86
NVDA,2012-02-15,-0.09709328890125801,-0.24864824505575445,-0.5,0.0,-0.29,0.1,-0.27,0.1,-0.11,0.04,-0.44
